id,name,title,cost,inkwell,attack,defence,color,type,action,flavour,separator,stars,illustrator,card_set_id,language,number,pack,rarity,image,blurhash,franchise_id,final,spoiler,created_at,updated_at,traits,prices,franchise,languages
379,Nick Wilde,Wily Fox,4,1,2,4,2,glimmer,"<mark>IT'S CALLED A HUSTLE</mark> When you play this character, you may return an item card named Pawpsicle from your discard to your hand.",“It's criminal how good these things taste!”,pen,2,Brian Weisz,3,EN,154,204,uncommon,https://images.lorcania.com/cards/rotf/154_en_nick_wilde-716.webp,,29,1,0,2023-11-09T19:24:16.000000Z,2023-11-09T19:24:16.000000Z,"['Ally', 'Storyborn']",2.48,"{'id': 29, 'name': 'Zootopia', 'slug': 'zootopia', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 379, 'language': 'EN', 'name': 'Nick Wilde', 'title': 'Wily Fox', 'action': ""<mark>IT'S CALLED A HUSTLE</mark> When you play this character, you may return an item card named Pawpsicle from your discard to your hand."", 'flavour': ""“It's criminal how good these things taste!”"", 'image': 'https://images.lorcania.com/cards/rotf/154_en_nick_wilde-716.webp'}, 'DE': {'card_id': 379, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 379, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
380,Pawpsicle,,1,1,,,2,item,"<mark>JUMBO POP</mark> When you play this item, you may draw a card.<br /><mark>THAT'S REDWOOD</mark> Banish this item − Remove up to 2 damage from chosen character.",,,0,Isaiah Mesq,3,EN,169,204,common,https://images.lorcania.com/cards/rotf/169_en_pawpsicle-716.webp,,29,1,0,2023-11-09T19:32:52.000000Z,2023-11-09T19:32:52.000000Z,['Item'],2.48,"{'id': 29, 'name': 'Zootopia', 'slug': 'zootopia', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 380, 'language': 'EN', 'name': 'Pawpsicle', 'title': None, 'action': ""<mark>JUMBO POP</mark> When you play this item, you may draw a card.<br />\n<mark>THAT'S REDWOOD</mark> Banish this item − Remove up to 2 damage from chosen character."", 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/169_en_pawpsicle-716.webp'}, 'DE': {'card_id': 380, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 380, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
381,Beast,Forbidding Recluse,4,1,3,4,6,glimmer,"<mark>YOU'RE NOT WELCOME HERE</mark> When you play this character, you may deal 1 damage to chosen character.",Woe to the one who draws his gaze.,pen,1,Alice Pisoni,3,EN,171,204,common,https://images.lorcania.com/cards/rotf/171_en_beast-716.webp,,14,1,0,2023-11-11T09:16:22.000000Z,2023-11-11T09:16:22.000000Z,"['Dreamborn', 'Hero', 'Prince']",1.98,"{'id': 14, 'name': 'Beauty & the Beast', 'slug': 'beauty-and-the-beast', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FBeauty_and_the_Beast.png'}","{'EN': {'card_id': 381, 'language': 'EN', 'name': 'Beast', 'title': 'Forbidding Recluse', 'action': ""<mark>YOU'RE NOT WELCOME HERE</mark> When you play this character, you may deal 1 damage to chosen character."", 'flavour': 'Woe to the one who draws his gaze.', 'image': 'https://images.lorcania.com/cards/rotf/171_en_beast-716.webp'}, 'DE': {'card_id': 381, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 381, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
382,The Most Diabolical Scheme,,3,0,,,1,song,"<i>(A character with cost 3 or more can ↷ to sing this song for free.)</i><br />Banish chosen Villain of yours to banish chosen character.","New comes the real tour de force Tricky and wicked, of course",clef,0,Carlos Ruiz,3,EN,131,204,uncommon,https://images.lorcania.com/cards/rotf/131_en_the_most_diabolical_scheme-716.webp,,27,1,0,2023-11-11T10:04:43.000000Z,2023-11-11T10:04:43.000000Z,"['Action', 'Song']",2.88,"{'id': 27, 'name': 'The Great Mouse Detective', 'slug': 'great-mouse-detective', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 382, 'language': 'EN', 'name': 'The Most Diabolical Scheme', 'title': None, 'action': '<i>(A character with cost 3 or more can ↷ to sing this song for free.)</i><br />\nBanish chosen Villain of yours to banish chosen character.', 'flavour': 'New comes the real tour de force \nTricky and wicked, of course', 'image': 'https://images.lorcania.com/cards/rotf/131_en_the_most_diabolical_scheme-716.webp'}, 'DE': {'card_id': 382, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 382, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
383,Blue Fairy,Rewarding Good Deeds,2,1,1,1,5,glimmer,"<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br /><mark>ETHEREAL GLOW</mark> Whenever you play a Floodborn character, you may draw a card.",“To make Geppetto’s wish come true will be entirely up to you.” –Blue Fairy,book,1,Kiersten Hale,3,EN,36,204,uncommon,https://images.lorcania.com/cards/rotf/36_en_blue_fairy-716.webp,,26,1,0,2023-11-11T15:42:06.000000Z,2023-11-11T15:42:06.000000Z,"['Ally', 'Fairy', 'Storyborn']",2.88,"{'id': 26, 'name': 'Pinocchio', 'slug': 'pinocchio', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 383, 'language': 'EN', 'name': 'Blue Fairy', 'title': 'Rewarding Good Deeds', 'action': '<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br />\n<mark>ETHEREAL GLOW</mark> Whenever you play a Floodborn character, you may draw a card.', 'flavour': '“To make Geppetto’s wish come true will be entirely up to you.” –Blue Fairy', 'image': 'https://images.lorcania.com/cards/rotf/36_en_blue_fairy-716.webp'}, 'DE': {'card_id': 383, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 383, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
384,King Louie,Jungle VIP,7,1,3,8,4,glimmer,"<mark>LAY IT ON THE LINE</mark> Whenever another character is banished, you may remove up to 2 damage from this character.","“Cool it, boy. Unwind yourself.”",book,2,Hadjie Joos,3,EN,12,204,super_rare,https://images.lorcania.com/cards/rotf/12_en_king_louie-716.webp,,28,1,0,2023-11-11T15:46:12.000000Z,2023-11-11T15:46:12.000000Z,"['King', 'Storyborn']",18.88,"{'id': 28, 'name': 'The Jungle Book', 'slug': 'jungle-book', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 384, 'language': 'EN', 'name': 'King Louie', 'title': 'Jungle VIP', 'action': '<mark>LAY IT ON THE LINE</mark> Whenever another character is banished, you may remove up to 2 damage from this character.', 'flavour': '“Cool it, boy. Unwind yourself.”', 'image': 'https://images.lorcania.com/cards/rotf/12_en_king_louie-716.webp'}, 'DE': {'card_id': 384, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 384, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
385,Beast,Tragic Hero,5,1,3,5,6,glimmer,"<b>Shift</b> 3 (<i>You may pay 3 ⬡ to play this on top of one of your characters named Beast.</i>)<br /><mark>IT’S BETTER THIS WAY</mark> At the start of your turn, if this character has no damage, draw a card. Otherwise, he gets +4 ※ this turn.",“It must be my destiny−to remain a beast forever.”,pen,2,Evana Kisa,3,EN,173,204,legendary,https://images.lorcania.com/cards/rotf/173_en_beast-716.webp,,14,1,0,2023-11-11T15:48:36.000000Z,2023-11-11T15:48:36.000000Z,"['Floodborn', 'Hero', 'Prince']",84.88,"{'id': 14, 'name': 'Beauty & the Beast', 'slug': 'beauty-and-the-beast', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FBeauty_and_the_Beast.png'}","{'EN': {'card_id': 385, 'language': 'EN', 'name': 'Beast', 'title': 'Tragic Hero', 'action': '<b>Shift</b> 3 (<i>You may pay 3 ⬡ to play this on top of one of your characters named Beast.</i>)<br /><mark>IT’S BETTER THIS WAY</mark> At the start of your turn, if this character has no damage, draw a card. Otherwise, he gets +4 ※ this turn.', 'flavour': '“It must be my destiny−to remain a beast forever.”', 'image': 'https://images.lorcania.com/cards/rotf/173_en_beast-716.webp'}, 'DE': {'card_id': 385, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 385, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
386,Pinocchio,On the Run,5,0,3,13,5,glimmer,"<b>Shift</b> 3 (<i>You may pay 3 ⬡ to play this on top of one of your characters named Pinocchio.</i>)<br /><mark>LISTEN TO YOUR CONSCIENCE</mark> When you play this character, you may return chosen character or item with cost 3 or less to their player's hand.",He raced into the Inklands without a thought.,pen,2,Isaiah Mesq,3,EN,57,204,uncommon,https://images.lorcania.com/cards/rotf/57_en_pinocchio-716.webp,,26,1,0,2023-11-11T15:51:27.000000Z,2023-11-11T15:51:27.000000Z,"['Hero', 'Floodborn']",2.68,"{'id': 26, 'name': 'Pinocchio', 'slug': 'pinocchio', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 386, 'language': 'EN', 'name': 'Pinocchio', 'title': 'On the Run', 'action': ""<b>Shift</b> 3 (<i>You may pay 3 ⬡ to play this on top of one of your characters named Pinocchio.</i>)<br /><mark>LISTEN TO YOUR CONSCIENCE</mark> When you play this character, you may return chosen character or item with cost 3 or less to their player's hand."", 'flavour': 'He raced into the Inklands without a thought.', 'image': 'https://images.lorcania.com/cards/rotf/57_en_pinocchio-716.webp'}, 'DE': {'card_id': 386, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 386, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
387,Launch,,3,0,,,2,action,Banish chosen item of yours to deal 5 damage to chosen character.,Ready . . . aim . . . coconut?,pen,0,Juan Diego Leon,3,EN,164,204,uncommon,https://images.lorcania.com/cards/rotf/164_en_launch-716.webp,,32,1,0,2023-11-11T15:54:13.000000Z,2023-11-11T15:54:13.000000Z,['Action'],2.68,"{'id': 32, 'name': 'Disney Lorcana', 'slug': 'disney-lorcana', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 387, 'language': 'EN', 'name': 'Launch', 'title': None, 'action': 'Banish chosen item of yours to deal 5 damage to chosen character.', 'flavour': 'Ready . . . aim . . . coconut?', 'image': 'https://images.lorcania.com/cards/rotf/164_en_launch-716.webp'}, 'DE': {'card_id': 387, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 387, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
388,Charge,,2,1,,,6,action,Chosen character gains <b>Challenger</b> +2 and <b>Resist</b> +2 this turn. <i>(They get +2 ※ while challenging. Damage dealt to them is reduced by 2.)</i>,Sometimes subtlety is required. This is not one of those times.,pen,0,Hedvig Häggman-Sund,3,EN,198,204,common,https://images.lorcania.com/cards/rotf/198_en_charge-716.webp,,25,1,0,2023-11-11T16:00:44.000000Z,2023-11-11T16:00:44.000000Z,['Action'],0,"{'id': 25, 'name': 'Raya and the Last Dragon', 'slug': 'raya-and-the-last-dragon', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Raya_Last_Dragon.png'}","{'EN': {'card_id': 388, 'language': 'EN', 'name': 'Charge', 'title': None, 'action': 'Chosen character gains <b>Challenger</b> +2 and <b>Resist</b> +2 this turn. <i>(They get +2 ※ while challenging. Damage dealt to them is reduced by 2.)</i>', 'flavour': 'Sometimes subtlety is required. This is not one of those times.', 'image': 'https://images.lorcania.com/cards/rotf/198_en_charge-716.webp'}, 'DE': {'card_id': 388, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 388, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
389,Namaari,Morning Mist,4,0,2,4,6,glimmer,"<b>Bodyguard</b> <i>(This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)</i><br /><mark>BLADES</mark> This character can challenge ready characters.",,,1,Jenna Gray,3,EN,189,204,legendary,https://images.lorcania.com/cards/rotf/189_en_namaari-716.webp,,25,1,0,2023-11-11T16:04:09.000000Z,2023-11-11T16:04:09.000000Z,"['Storyborn', 'Villain', 'Princess']",74.88,"{'id': 25, 'name': 'Raya and the Last Dragon', 'slug': 'raya-and-the-last-dragon', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Raya_Last_Dragon.png'}","{'EN': {'card_id': 389, 'language': 'EN', 'name': 'Namaari', 'title': 'Morning Mist', 'action': '<b>Bodyguard</b> <i>(This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)</i><br />\n<mark>BLADES</mark> This character can challenge ready characters.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/189_en_namaari-716.webp'}, 'DE': {'card_id': 389, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 389, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
390,Sardine Can,,4,1,,,2,item,<mark>FLIGHT CABIN</mark> Your exerted characters gain <b>Ward</b>. <i>(Opponents can’t choose them except to challenge.)</i>,"“Flight 3759 boarding now! Let’s go get that lore!” –Orville",pen,0,Peter Brockhammer,3,EN,170,204,uncommon,https://images.lorcania.com/cards/rotf/170_en_sardine_can-716.webp,,31,1,0,2023-11-11T16:06:25.000000Z,2023-11-11T16:06:25.000000Z,['Item'],3,"{'id': 31, 'name': 'The Rescuers', 'slug': 'the-rescuers', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Lorcania.webp'}","{'EN': {'card_id': 390, 'language': 'EN', 'name': 'Sardine Can', 'title': None, 'action': '<mark>FLIGHT CABIN</mark> Your exerted characters gain <b>Ward</b>. <i>(Opponents can’t choose them except to challenge.)</i>', 'flavour': '“Flight 3759 boarding now! Let’s go get that lore!” \n–Orville', 'image': 'https://images.lorcania.com/cards/rotf/170_en_sardine_can-716.webp'}, 'DE': {'card_id': 390, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 390, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
391,Donald Duck,Not Again!,5,1,1,5,1,glimmer,"<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br /><mark>PHOOEY!</mark> This character gets +1 ◆ for each 1 damage on him.",,,1,Carmine Pucci / Leonardo Giammichele,3,EN,106,204,legendary,https://images.lorcania.com/cards/rotf/106_en_donald_duck-716.webp,,1,1,0,2023-11-11T16:09:53.000000Z,2023-11-11T16:09:53.000000Z,"['Dreamborn', 'Hero']",88,"{'id': 1, 'name': 'Micky Mouse and Friends', 'slug': 'micky-mouse-and-friends', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMickey_Mouse_and_Friends.png'}","{'EN': {'card_id': 391, 'language': 'EN', 'name': 'Donald Duck', 'title': 'Not Again!', 'action': '<b>Evasive</b> <i>(Only characters with Evasive can challenge this character.)</i><br />\n<mark>PHOOEY!</mark> This character gets +1 ◆ for each 1 damage on him.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/rotf/106_en_donald_duck-716.webp'}, 'DE': {'card_id': 391, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 391, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
392,Eudora,Accomplished Seamstress,5,1,1,9,4,glimmer,,Love holds everything together.,pen,2,Lissette Carrera,3,EN,7,204,common,https://images.lorcania.com/cards/rotf/7_en_eudora-716.webp,,22,1,0,2023-11-13T10:08:18.000000Z,2023-11-13T10:08:18.000000Z,"['Ally', 'Storyborn']",3,"{'id': 22, 'name': 'The Princess and the Frog', 'slug': 'the-princess-and-the-frog', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/The_Princess_and_the_Frog.png'}","{'EN': {'card_id': 392, 'language': 'EN', 'name': 'Eudora', 'title': 'Accomplished Seamstress', 'action': None, 'flavour': 'Love holds everything together.', 'image': 'https://images.lorcania.com/cards/rotf/7_en_eudora-716.webp'}, 'DE': {'card_id': 392, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 392, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
393,Gaston,Baritone Bully,3,1,3,3,4,glimmer,<b>Singer</b> 5 <i>(This character counts as cost 5 to sing songs.)</i>,No one . . . sings like Gaston!,pen,1,Jochem Van Gool,3,EN,8,204,uncommon,https://images.lorcania.com/cards/rotf/8_en_gaston-716.webp,,14,1,0,2023-11-13T10:13:15.000000Z,2023-11-13T10:13:15.000000Z,"['Dreamborn', 'Villain']",3,"{'id': 14, 'name': 'Beauty & the Beast', 'slug': 'beauty-and-the-beast', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FBeauty_and_the_Beast.png'}","{'EN': {'card_id': 393, 'language': 'EN', 'name': 'Gaston', 'title': 'Baritone Bully', 'action': '<b>Singer</b> 5 <i>(This character counts as cost 5 to sing songs.)</i>', 'flavour': 'No one . . . sings like Gaston!', 'image': 'https://images.lorcania.com/cards/rotf/8_en_gaston-716.webp'}, 'DE': {'card_id': 393, 'language': 'DE', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}, 'FR': {'card_id': 393, 'language': 'FR', 'name': None, 'title': None, 'action': None, 'flavour': None, 'image': None}}"
